taxonomy_type,raw_snapshot,raw_name,canonical_name,canonical_targets,mapping_strategy,mapping_confidence,needs_review,auto_decision,decision_reason,row_count,source_count,sources
category,2020-08-19,Expansion for Base-game,Expansion for Base-game,Expansion for Base-game,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,24,1,bgg-reviews-jvanelteren
category,2020-08-19,Exploration,Exploration,Exploration,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,895,1,bgg-reviews-jvanelteren
category,2020-08-19,Fan Expansion,Fan Expansion,Fan Expansion,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,1,1,bgg-reviews-jvanelteren
category,2020-08-19,Fantasy,Fantasy,Fantasy,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,2681,1,bgg-reviews-jvanelteren
category,2020-08-19,Farming,Farming,Farming,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,240,1,bgg-reviews-jvanelteren
category,2020-08-19,Fighting,Fighting,Fighting,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,1658,1,bgg-reviews-jvanelteren
category,2020-08-19,Game System,Game System,Game System,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,29,1,bgg-reviews-jvanelteren
category,2020-08-19,Horror,Horror,Horror,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,690,1,bgg-reviews-jvanelteren
category,2020-08-19,Humor,Humor,Humor,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,1204,1,bgg-reviews-jvanelteren
category,2020-08-19,Industry / Manufacturing,Industry / Manufacturing,Industry / Manufacturing,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,295,1,bgg-reviews-jvanelteren
category,2020-08-19,Korean War,Korean War,Korean War,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,26,1,bgg-reviews-jvanelteren
category,2020-08-19,Mafia,Mafia,Mafia,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,151,1,bgg-reviews-jvanelteren
category,2020-08-19,Math,Math,Math,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,151,1,bgg-reviews-jvanelteren
category,2020-08-19,Mature / Adult,Mature / Adult,Mature / Adult,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,156,1,bgg-reviews-jvanelteren
category,2020-08-19,Maze,Maze,Maze,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,191,1,bgg-reviews-jvanelteren
category,2020-08-19,Medical,Medical,Medical,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,87,1,bgg-reviews-jvanelteren
category,2020-08-19,Medieval,Medieval,Medieval,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,1013,1,bgg-reviews-jvanelteren
category,2020-08-19,Memory,Memory,Memory,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,529,1,bgg-reviews-jvanelteren
category,2020-08-19,Miniatures,Miniatures,Miniatures,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,1091,1,bgg-reviews-jvanelteren
category,2020-08-19,Modern Warfare,Modern Warfare,Modern Warfare,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,386,1,bgg-reviews-jvanelteren
category,2020-08-19,Movies / TV / Radio theme,Movies / TV / Radio theme,Movies / TV / Radio theme,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,1069,1,bgg-reviews-jvanelteren
category,2020-08-19,Murder/Mystery,Murder / Mystery,Murder / Mystery,normalized_label_match,normalized,false,merge,Normalized spelling matches a reference label.,343,1,bgg-reviews-jvanelteren
category,2020-08-19,Music,Music,Music,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,85,1,bgg-reviews-jvanelteren
category,2020-08-19,Mythology,Mythology,Mythology,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,359,1,bgg-reviews-jvanelteren
category,2020-08-19,Napoleonic,Napoleonic,Napoleonic,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,314,1,bgg-reviews-jvanelteren
category,2020-08-19,Nautical,Nautical,Nautical,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,630,1,bgg-reviews-jvanelteren
category,2020-08-19,Negotiation,Negotiation,Negotiation,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,657,1,bgg-reviews-jvanelteren
category,2020-08-19,Novel-based,Novel-based,Novel-based,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,504,1,bgg-reviews-jvanelteren
category,2020-08-19,Number,Number,Number,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,196,1,bgg-reviews-jvanelteren
category,2020-08-19,Party Game,Party Game,Party Game,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,1968,1,bgg-reviews-jvanelteren
category,2020-08-19,Pike and Shot,Pike and Shot,Pike and Shot,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,70,1,bgg-reviews-jvanelteren
category,2020-08-19,Pirates,Pirates,Pirates,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,337,1,bgg-reviews-jvanelteren
category,2020-08-19,Political,Political,Political,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,496,1,bgg-reviews-jvanelteren
category,2020-08-19,Post-Napoleonic,Post-Napoleonic,Post-Napoleonic,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,236,1,bgg-reviews-jvanelteren
category,2020-08-19,Prehistoric,Prehistoric,Prehistoric,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,161,1,bgg-reviews-jvanelteren
category,2020-08-19,Print & Play,Print & Play,Print & Play,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,607,1,bgg-reviews-jvanelteren
category,2020-08-19,Puzzle,Puzzle,Puzzle,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,676,1,bgg-reviews-jvanelteren
category,2020-08-19,Racing,Racing,Racing,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,619,1,bgg-reviews-jvanelteren
category,2020-08-19,Real-time,Real-time,Real-time,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,746,1,bgg-reviews-jvanelteren
category,2020-08-19,Religious,Religious,Religious,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,126,1,bgg-reviews-jvanelteren
category,2020-08-19,Renaissance,Renaissance,Renaissance,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,264,1,bgg-reviews-jvanelteren
category,2020-08-19,Science Fiction,Science Fiction,Science Fiction,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,1666,1,bgg-reviews-jvanelteren
category,2020-08-19,Space Exploration,Space Exploration,Space Exploration,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,293,1,bgg-reviews-jvanelteren
category,2020-08-19,Spies/Secret Agents,Spies / Secret Agents,Spies / Secret Agents,normalized_label_match,normalized,false,merge,Normalized spelling matches a reference label.,208,1,bgg-reviews-jvanelteren
category,2020-08-19,Sports,Sports,Sports,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,501,1,bgg-reviews-jvanelteren
category,2020-08-19,Territory Building,Territory Building,Territory Building,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,503,1,bgg-reviews-jvanelteren
category,2020-08-19,Trains,Trains,Trains,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,353,1,bgg-reviews-jvanelteren
category,2020-08-19,Transportation,Transportation,Transportation,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,393,1,bgg-reviews-jvanelteren
category,2020-08-19,Travel,Travel,Travel,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,232,1,bgg-reviews-jvanelteren
category,2020-08-19,Trivia,Trivia,Trivia,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,585,1,bgg-reviews-jvanelteren
category,2020-08-19,Video Game Theme,Video Game Theme,Video Game Theme,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,348,1,bgg-reviews-jvanelteren
category,2020-08-19,Vietnam War,Vietnam War,Vietnam War,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,65,1,bgg-reviews-jvanelteren
category,2020-08-19,Wargame,Wargame,Wargame,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,3820,1,bgg-reviews-jvanelteren
category,2020-08-19,Word Game,Word Game,Word Game,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,476,1,bgg-reviews-jvanelteren
category,2020-08-19,World War I,World War I,World War I,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,220,1,bgg-reviews-jvanelteren
category,2020-08-19,World War II,World War II,World War II,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,1212,1,bgg-reviews-jvanelteren
category,2020-08-19,Zombies,Zombies,Zombies,exact_label_match,exact,false,keep,Exact label match in reference vocabulary.,208,1,bgg-reviews-jvanelteren
category,2025-02,Abstract Strategy,Abstract Strategy,Abstract Strategy,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1984,1,bgg-reviews-jvanelteren
category,2025-02,Action / Dexterity,Action / Dexterity,Action / Dexterity,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1322,1,bgg-reviews-jvanelteren
category,2025-02,Adventure,Adventure,Adventure,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1594,1,bgg-reviews-jvanelteren
category,2025-02,Age of Reason,Age of Reason,Age of Reason,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,208,1,bgg-reviews-jvanelteren
category,2025-02,American Civil War,American Civil War,American Civil War,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,273,1,bgg-reviews-jvanelteren
category,2025-02,American Indian Wars,American Indian Wars,American Indian Wars,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,56,1,bgg-reviews-jvanelteren
category,2025-02,American Revolutionary War,American Revolutionary War,American Revolutionary War,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,86,1,bgg-reviews-jvanelteren
category,2025-02,American West,American West,American West,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,283,1,bgg-reviews-jvanelteren
category,2025-02,Ancient,Ancient,Ancient,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,881,1,bgg-reviews-jvanelteren
category,2025-02,Animals,Animals,Animals,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1939,1,bgg-reviews-jvanelteren
category,2025-02,Arabian,Arabian,Arabian,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,91,1,bgg-reviews-jvanelteren
category,2025-02,Aviation / Flight,Aviation / Flight,Aviation / Flight,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,340,1,bgg-reviews-jvanelteren
category,2025-02,Bluffing,Bluffing,Bluffing,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1423,1,bgg-reviews-jvanelteren
category,2025-02,Book,Book,Book,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,244,1,bgg-reviews-jvanelteren
category,2025-02,Card Game,Card Game,Card Game,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,8579,1,bgg-reviews-jvanelteren
category,2025-02,Children's Game,Children's Game,Children's Game,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,2220,1,bgg-reviews-jvanelteren
category,2025-02,City Building,City Building,City Building,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,666,1,bgg-reviews-jvanelteren
category,2025-02,Civil War,Civil War,Civil War,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,216,1,bgg-reviews-jvanelteren
category,2025-02,Civilization,Civilization,Civilization,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,420,1,bgg-reviews-jvanelteren
category,2025-02,Collectible Components,Collectible Components,Collectible Components,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,447,1,bgg-reviews-jvanelteren
category,2025-02,Comic Book / Strip,Comic Book / Strip,Comic Book / Strip,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,441,1,bgg-reviews-jvanelteren
category,2025-02,Deduction,Deduction,Deduction,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1601,1,bgg-reviews-jvanelteren
category,2025-02,Dice,Dice,Dice,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,2427,1,bgg-reviews-jvanelteren
category,2025-02,Economic,Economic,Economic,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1837,1,bgg-reviews-jvanelteren
category,2025-02,Educational,Educational,Educational,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,675,1,bgg-reviews-jvanelteren
category,2025-02,Electronic,Electronic,Electronic,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,231,1,bgg-reviews-jvanelteren
category,2025-02,Environmental,Environmental,Environmental,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,350,1,bgg-reviews-jvanelteren
category,2025-02,Expansion for Base-game,Expansion for Base-game,Expansion for Base-game,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,25,1,bgg-reviews-jvanelteren
category,2025-02,Exploration,Exploration,Exploration,canonical_reference_exact,exact,false,keep,Exact label in preferred reference vocabulary.,1206,1,bgg-reviews-jvanelteren
